Date,Region,Warehouse Capacity,Current Stock Level
2024/3/18,Hubei,38485,39404
2024/3/19,Hubei,47009,17955
2024/3/20,Hubei,16832,25674
2024/3/21,Hubei,36420,11790
2024/3/22,Hubei,18142,36230
2024/3/23,Hubei,22115,29746
2024/3/24,Hubei,31806,37379
2024/3/25,Hubei,21706,31529
2024/3/26,Hubei,21975,17559
2024/3/27,Hubei,34888,13972
2024/3/28,Hubei,35063,38003
2024/3/29,Hubei,27795,16876
2024/3/30,Hubei,36016,23251
2024/3/31,Hubei,27511,34756
2024/4/1,Hubei,49938,16705
2024/4/2,Hubei,45923,20945
2024/4/3,Hubei,22781,34376
2024/4/4,Hubei,47298,41715
2024/4/5,Hubei,23816,5206
2024/4/6,Hubei,14222,17213
2024/4/7,Hubei,49437,27978
2024/4/8,Hubei,48936,32625
2024/4/9,Hubei,35426,26434
2024/4/10,Hubei,41920,7237
2024/4/11,Hubei,42309,44095
2024/4/12,Hubei,41803,30889
2024/4/13,Hubei,29391,14835
2024/4/14,Hubei,17252,19311
2024/4/15,Hubei,41919,24655
2024/4/16,Hubei,47279,40733
2024/4/17,Hubei,41059,34536
2024/4/18,Hubei,21416,7626
2024/4/19,Hubei,45405,6125
2024/4/20,Hubei,14746,30735
2024/4/21,Hubei,12728,41155
2024/4/22,Hubei,22122,34309
2024/4/23,Hubei,41055,11262
2024/4/24,Hubei,10777,22367
2024/4/25,Hubei,17786,34812
2024/4/26,Hubei,30704,18761
2024/4/27,Hubei,26766,27496
2024/4/28,Hubei,38452,30097
2024/4/29,Hubei,20927,29777
2024/4/30,Hubei,44672,10507
2024/5/1,Hubei,35445,26841
2024/5/2,Hubei,42074,21087
2024/5/3,Hubei,38647,28839
2024/5/4,Hubei,26207,37777
2024/5/5,Hubei,43366,29346
2024/5/6,Hubei,35134,23448
2024/5/7,Hubei,10482,29066
2024/5/8,Hubei,24324,17468
2024/5/9,Hubei,44933,42703
2024/5/10,Hubei,40079,40946
2024/5/11,Hubei,33320,23591
2024/5/12,Hubei,45080,25749
2024/5/13,Hubei,18667,12472
2024/5/14,Hubei,21687,22847
2024/5/15,Hubei,36933,17310
2024/5/16,Hubei,11012,26431
2024/5/17,Hubei,27849,19773
2024/5/18,Hubei,45058,31922
2024/5/19,Hubei,32286,13654
2024/5/20,Hubei,40712,20576
2024/5/21,Hubei,18380,5359
2024/5/22,Hubei,30430,25377
2024/5/23,Hubei,42369,20204
2024/5/24,Hubei,30099,42158
2024/5/25,Hubei,33394,8498
2024/5/26,Hubei,38354,5958
2024/5/27,Hubei,41063,25912
2024/5/28,Hubei,43157,17940
2024/5/29,Hubei,19736,6643
2024/5/30,Hubei,45358,16447
2024/5/31,Hubei,13631,41021
2024/6/1,Hubei,29142,37094
2024/6/2,Hubei,45730,29623
2024/6/3,Hubei,29418,10505
2024/6/4,Hubei,45361,23887
2024/6/5,Hubei,16354,7130
2024/6/6,Hubei,18967,13410
2024/6/7,Hubei,22810,39761
2024/6/8,Hubei,45670,37347
2024/6/9,Hubei,46083,13881
2024/6/10,Hubei,40178,18913
2024/6/11,Hubei,40358,40563
2024/6/12,Hubei,33361,15369
2024/6/13,Hubei,20124,9424
2024/6/14,Hubei,35749,37137
2024/6/15,Hubei,27694,32643
2024/6/16,Hubei,18441,31623
2024/6/17,Hubei,38041,13614
2024/6/18,Hubei,29009,38221
2024/6/19,Hubei,45746,16317
2024/6/20,Hubei,34264,12959
2024/6/21,Hubei,32579,9846
2024/6/22,Hubei,18696,34150
2024/6/23,Hubei,49804,15057
2024/6/24,Hubei,10764,14980
2024/6/25,Hubei,23570,30722
2024/6/26,Hubei,30046,23446
2024/6/27,Hubei,31017,32802
2024/6/28,Hubei,21909,35872
2024/6/29,Hubei,49131,38102
2024/1/1,Anhui,13227,39048
2024/1/2,Anhui,26777,42626
2024/1/3,Anhui,32875,19158
2024/1/4,Anhui,27104,43089
2024/1/5,Anhui,30295,16066
2024/1/6,Anhui,13695,17381
2024/1/7,Anhui,48194,27044
2024/1/8,Anhui,37254,22299
2024/1/9,Anhui,49594,12773
2024/1/10,Anhui,12787,19883
2024/1/11,Anhui,42305,27231
2024/1/12,Anhui,14057,13784
2024/1/13,Anhui,29421,15466
2024/1/14,Anhui,30434,43132
2024/1/15,Anhui,42126,16282
2024/1/16,Anhui,27948,17532
2024/1/17,Anhui,22734,27426
2024/1/18,Anhui,23127,26927
2024/1/19,Anhui,40441,42693
2024/1/20,Anhui,44575,38173
2024/1/21,Anhui,46239,42839
2024/1/22,Anhui,15125,35048
2024/1/23,Anhui,40483,32097
2024/1/24,Anhui,40178,44098
2024/1/25,Anhui,12115,44174
2024/1/26,Anhui,33971,28758
2024/1/27,Anhui,24961,12962
2024/1/28,Anhui,49413,12124
2024/1/29,Anhui,26493,22867
2024/1/30,Anhui,45361,17606
2024/1/31,Anhui,28746,40206
2024/2/1,Anhui,33958,27025
2024/2/2,Anhui,21067,43673
2024/2/3,Anhui,23416,10264
2024/2/4,Anhui,36555,15522
2024/2/5,Anhui,11351,32518
2024/2/6,Anhui,35060,38696
2024/2/7,Anhui,11204,39810
2024/2/8,Anhui,26703,43657
2024/2/9,Anhui,37729,31645
2024/2/10,Anhui,38667,18615
2024/2/11,Anhui,46909,11028
2024/2/12,Anhui,40755,21526
2024/2/13,Anhui,22389,13987
2024/2/14,Anhui,43483,5631
2024/2/15,Anhui,35261,20809
2024/2/16,Anhui,41238,22085
2024/2/17,Anhui,27160,30624
2024/2/18,Anhui,14876,15095
2024/2/19,Anhui,14930,34970
2024/2/20,Anhui,40986,38333
2024/2/21,Anhui,30491,7630
2024/2/22,Anhui,45886,19906
2024/2/23,Anhui,10923,31336
2024/2/24,Anhui,20624,8075
2024/2/25,Anhui,38387,16131
2024/2/26,Anhui,35475,25581
2024/2/27,Anhui,25220,32321
2024/2/28,Anhui,35852,30117
2024/3/1,Anhui,41508,35758
2024/3/2,Anhui,27195,6700
2024/3/3,Anhui,14152,6222
2024/3/4,Anhui,11065,34082
2024/3/5,Anhui,41679,7812
2024/3/6,Anhui,13156,43545
2024/3/7,Anhui,37065,15029
2024/3/8,Anhui,42474,30461
2024/3/9,Anhui,44310,39791
2024/3/10,Anhui,43971,13869
2024/3/11,Anhui,15205,13842
2024/3/12,Anhui,14297,13800
2024/3/13,Anhui,28442,39876
2024/3/14,Anhui,29153,23932
2024/3/15,Anhui,48840,19267
2024/3/16,Anhui,11117,31515
2024/3/17,Anhui,41478,43812
2024/3/18,Anhui,31741,43377
2024/3/19,Anhui,18148,14163
2024/3/20,Anhui,32563,32370
2024/3/21,Anhui,13354,37244
2024/3/22,Anhui,39970,36045
2024/3/23,Anhui,44244,12986
2024/3/24,Anhui,19717,6583
2024/3/25,Anhui,15599,11474
2024/3/26,Anhui,15072,34746
2024/3/27,Anhui,47683,28250
2024/3/28,Anhui,43788,39432
2024/3/29,Anhui,32049,9066
2024/3/30,Anhui,40475,40291
2024/3/31,Anhui,34654,41059
2024/4/1,Anhui,35357,30163
2024/4/2,Anhui,43227,11904
2024/4/3,Anhui,19662,28572
2024/4/4,Anhui,22117,21750
2024/4/5,Anhui,34665,30759
2024/4/6,Anhui,16256,16307
2024/4/7,Anhui,25885,43317
2024/4/8,Anhui,38868,19238
2024/4/9,Anhui,35974,30206
2024/4/10,Anhui,11430,7256
2024/4/11,Anhui,29280,27181
2024/4/12,Anhui,30988,27048
2024/4/13,Anhui,34925,7874
2024/4/14,Anhui,11886,10908
2024/4/15,Anhui,19894,15731
2024/4/16,Anhui,10836,23642
2024/4/17,Anhui,42186,17950
2024/4/18,Anhui,44680,9389
2024/4/19,Anhui,20563,11371
2024/4/20,Anhui,30128,36880
2024/4/21,Anhui,18799,44172
2024/4/22,Anhui,21109,10789
2024/4/23,Anhui,45765,42294
2024/4/24,Anhui,18348,38464
2024/4/25,Anhui,26933,33622
2024/4/26,Anhui,49565,33665
2024/4/27,Anhui,10726,24014
2024/4/28,Anhui,16428,36787
2024/4/29,Anhui,22327,43411
2024/4/30,Anhui,30417,26536
2024/5/1,Anhui,14625,29810
2024/5/2,Anhui,49182,42874
2024/5/3,Anhui,44547,6443
2024/5/4,Anhui,40037,35781
2024/5/5,Anhui,13951,5981
2024/5/6,Anhui,42428,6901
2024/5/7,Anhui,14446,12437
2024/5/8,Anhui,17943,15752
2024/5/9,Anhui,32162,22823
2024/5/10,Anhui,39413,42797
2024/5/11,Anhui,25172,25501
2024/5/12,Anhui,43009,15401
2024/5/13,Anhui,36693,33224
2024/5/14,Anhui,27378,26962
2024/5/15,Anhui,41943,9854
2024/5/16,Anhui,11937,21017
2024/5/17,Anhui,31583,7129
2024/5/18,Anhui,29804,36910
2024/5/19,Anhui,47391,43372
2024/5/20,Anhui,37570,40591
2024/5/21,Anhui,28656,36851
2024/5/22,Anhui,38970,21238
2024/5/23,Anhui,39312,28973
2024/5/24,Anhui,49315,37638
2024/5/25,Anhui,48077,33530
2024/5/26,Anhui,43174,18123
2024/5/27,Anhui,17466,25684
2024/5/28,Anhui,32428,14949
2024/5/29,Anhui,25679,28198
2024/5/30,Anhui,48805,25999
2024/5/31,Anhui,45730,35935
2024/6/1,Anhui,17998,37856
2024/6/2,Anhui,43850,16375
2024/6/3,Anhui,41485,31893
2024/6/4,Anhui,22030,7639
2024/6/5,Anhui,11966,17405
2024/6/6,Anhui,12805,9296
2024/6/7,Anhui,13056,6577
2024/6/8,Anhui,47640,39613
2024/6/9,Anhui,29799,26617
2024/6/10,Anhui,25883,23482
2024/6/11,Anhui,20111,35595
2024/6/12,Anhui,25151,13727
2024/6/13,Anhui,13903,22907
2024/6/14,Anhui,13933,16413
2024/6/15,Anhui,41526,15231
2024/6/16,Anhui,48360,36446
2024/6/17,Anhui,33572,44964
2024/6/18,Anhui,43322,21527
2024/6/19,Anhui,26178,34650
2024/6/20,Anhui,17112,43778
2024/6/21,Anhui,44134,25728
2024/6/22,Anhui,32722,6077
2024/6/23,Anhui,44607,37330
2024/6/24,Anhui,27989,12732
2024/6/25,Anhui,46009,5108
2024/6/26,Anhui,36614,8445
2024/6/27,Anhui,27303,33735
2024/6/28,Anhui,45248,17752
2024/6/29,Anhui,15733,22465
2024/1/1,Guangxi,37116,30442
2024/1/2,Guangxi,45389,40675
2024/1/3,Guangxi,23896,34135
2024/1/4,Guangxi,39027,18246
2024/1/5,Guangxi,36793,8298
2024/1/6,Guangxi,29052,21365
2024/1/7,Guangxi,18866,38186
2024/1/8,Guangxi,45250,30658
2024/1/9,Guangxi,25426,31295
2024/1/10,Guangxi,32857,38328
2024/1/11,Guangxi,49001,43318
2024/1/12,Guangxi,32072,36803
2024/1/13,Guangxi,45373,5691
2024/1/14,Guangxi,45943,33599
2024/1/15,Guangxi,42918,38128
2024/1/16,Guangxi,38929,38975
2024/1/17,Guangxi,41496,42835
2024/1/18,Guangxi,26933,31045
2024/1/19,Guangxi,26208,40492
2024/1/20,Guangxi,35007,12829
2024/1/21,Guangxi,29277,41800
2024/1/22,Guangxi,30292,23987
2024/1/23,Guangxi,41244,30038
2024/1/24,Guangxi,11738,7114
2024/1/25,Guangxi,32615,43360
2024/1/26,Guangxi,13781,28288
2024/1/27,Guangxi,36840,43840
2024/1/28,Guangxi,23934,20857
2024/1/29,Guangxi,17692,11728
2024/1/30,Guangxi,49248,8914
2024/1/31,Guangxi,46241,21885
2024/2/1,Guangxi,14092,20405
2024/2/2,Guangxi,34710,9417
2024/2/3,Guangxi,14832,15067
2024/2/4,Guangxi,17428,40762
2024/2/5,Guangxi,47034,11590
2024/2/6,Guangxi,16559,43341
2024/2/7,Guangxi,30226,40559
2024/2/8,Guangxi,40321,38811
2024/2/9,Guangxi,16955,13428
2024/2/10,Guangxi,20909,11018
2024/2/11,Guangxi,38117,41770
2024/2/12,Guangxi,42663,9712
2024/2/13,Guangxi,40657,39625
2024/2/14,Guangxi,22174,30628
2024/2/15,Guangxi,21925,15180
2024/2/16,Guangxi,48536,16086
2024/2/17,Guangxi,15573,29858
2024/2/18,Guangxi,41512,32968
2024/2/19,Guangxi,10498,19018
2024/2/20,Guangxi,38537,37841
2024/2/21,Guangxi,39909,5521
2024/2/22,Guangxi,30750,43585
2024/2/23,Guangxi,49720,31284
2024/2/24,Guangxi,48894,33666
2024/2/25,Guangxi,22933,34160
2024/2/26,Guangxi,37958,29363
2024/2/27,Guangxi,47840,39994
2024/2/28,Guangxi,19359,20209
2024/3/1,Guangxi,48299,31975
2024/3/2,Guangxi,34476,38630
2024/3/3,Guangxi,34254,18766
2024/3/4,Guangxi,49836,33159
2024/3/5,Guangxi,21886,42151
2024/3/6,Guangxi,39069,36016
2024/3/7,Guangxi,32224,18081
2024/3/8,Guangxi,45303,44374
2024/3/9,Guangxi,39552,38004
2024/3/10,Guangxi,44963,6492
2024/3/11,Guangxi,27261,31173
2024/3/12,Guangxi,49107,16209
2024/3/13,Guangxi,40803,36851
2024/3/14,Guangxi,21572,44784
2024/3/15,Guangxi,47258,8037
2024/3/16,Guangxi,27316,42100
2024/3/17,Guangxi,30598,14747
2024/3/18,Guangxi,36055,32707
2024/3/19,Guangxi,49920,44874
2024/3/20,Guangxi,27308,5857
2024/3/21,Guangxi,45785,14651
2024/3/22,Guangxi,16093,22236
2024/3/23,Guangxi,41446,34398
2024/3/24,Guangxi,22005,31312
2024/3/25,Guangxi,49049,19095
2024/3/26,Guangxi,39082,11752
2024/3/27,Guangxi,40116,41694
2024/3/28,Guangxi,14887,23766
2024/3/29,Guangxi,38617,36778
2024/3/30,Guangxi,37113,19501
2024/3/31,Guangxi,43896,8350
2024/4/1,Guangxi,25174,5982
2024/4/2,Guangxi,25595,7219
2024/4/3,Guangxi,11423,11938
2024/4/4,Guangxi,45688,28727
2024/4/5,Guangxi,34679,8977
2024/4/6,Guangxi,22850,12645
2024/4/7,Guangxi,37413,28371
2024/4/8,Guangxi,26301,43887
2024/4/9,Guangxi,11956,21531
2024/4/10,Guangxi,27335,42730
2024/4/11,Guangxi,25585,20494
2024/4/12,Guangxi,10060,42521
2024/4/13,Guangxi,35444,23305
2024/4/14,Guangxi,22223,39098
2024/4/15,Guangxi,11140,40091
2024/4/16,Guangxi,21978,44657
2024/4/17,Guangxi,23782,22856
2024/4/18,Guangxi,34444,24561
2024/4/19,Guangxi,45448,16961
2024/4/20,Guangxi,32628,37093
2024/4/21,Guangxi,21253,39643
2024/4/22,Guangxi,23472,19859
2024/4/23,Guangxi,44948,37679
2024/4/24,Guangxi,40839,43329
2024/4/25,Guangxi,36698,6898
2024/4/26,Guangxi,25460,34996
2024/4/27,Guangxi,13137,23576
2024/4/28,Guangxi,20840,9023
2024/4/29,Guangxi,22387,16202
2024/4/30,Guangxi,30717,29110
2024/5/1,Guangxi,41953,43909
2024/5/2,Guangxi,19562,25388
2024/5/3,Guangxi,45088,9233
2024/5/4,Guangxi,26245,41749
2024/5/5,Guangxi,46067,26960
2024/5/6,Guangxi,11777,33654
2024/5/7,Guangxi,21368,11494
2024/5/8,Guangxi,17898,39867
2024/5/9,Guangxi,35071,16076
2024/5/10,Guangxi,18379,28643
2024/5/11,Guangxi,29980,35729
2024/5/12,Guangxi,20693,12310
2024/5/13,Guangxi,22381,19628
2024/5/14,Guangxi,10368,20367
2024/5/15,Guangxi,24802,44366
2024/5/16,Guangxi,19765,17981
2024/5/17,Guangxi,32624,38434
2024/5/18,Guangxi,13102,25057
2024/5/19,Guangxi,40087,18283
2024/5/20,Guangxi,11411,20510
2024/5/21,Guangxi,28769,17491
2024/5/22,Guangxi,25768,17205
2024/5/23,Guangxi,49656,17824
2024/5/24,Guangxi,21473,17711
2024/5/25,Guangxi,10754,33688
2024/5/26,Guangxi,16840,28660
2024/5/27,Guangxi,18614,37447
2024/5/28,Guangxi,25889,24061
2024/5/29,Guangxi,33073,8299
2024/5/30,Guangxi,26661,10536
2024/5/31,Guangxi,25314,28893
2024/6/1,Guangxi,17175,24662
2024/6/2,Guangxi,33415,38993
2024/6/3,Guangxi,37053,6325
2024/6/4,Guangxi,45340,34633
2024/6/5,Guangxi,10538,33477
2024/6/6,Guangxi,26242,43219
2024/6/7,Guangxi,31404,12364
2024/6/8,Guangxi,13404,15113
2024/6/9,Guangxi,10651,16134
2024/6/10,Guangxi,16656,39310
2024/6/11,Guangxi,16221,44908
2024/6/12,Guangxi,29932,14855
2024/6/13,Guangxi,42552,20962
2024/6/14,Guangxi,12313,16795
2024/6/15,Guangxi,19030,23451
2024/6/16,Guangxi,40691,34734
2024/6/17,Guangxi,49047,33016
2024/6/18,Guangxi,49437,37296
2024/6/19,Guangxi,17275,42407
2024/6/20,Guangxi,39746,28767
2024/6/21,Guangxi,23770,24858
2024/6/22,Guangxi,38238,25055
2024/6/23,Guangxi,38530,31407
2024/6/24,Guangxi,18853,12551
2024/6/25,Guangxi,47262,42041
2024/6/26,Guangxi,47974,13043
2024/6/27,Guangxi,32896,28372
2024/6/28,Guangxi,35988,34247
2024/6/29,Guangxi,30659,23423
2024/1/1,Jilin,25853,36770
2024/1/2,Jilin,13626,40061
2024/1/3,Jilin,49050,41402
2024/1/4,Jilin,22349,25457
2024/1/5,Jilin,14113,7329
2024/1/6,Jilin,45982,6569
2024/1/7,Jilin,23512,33102
2024/1/8,Jilin,49007,13913
2024/1/9,Jilin,37408,6567
2024/1/10,Jilin,34353,32194
2024/1/11,Jilin,30204,13013
2024/1/12,Jilin,49428,26553
2024/1/13,Jilin,37356,15140
2024/1/14,Jilin,24470,20031
2024/1/15,Jilin,49989,31608
2024/1/16,Jilin,18808,28979
2024/1/17,Jilin,24371,31019
2024/1/18,Jilin,27849,36937
2024/1/19,Jilin,17780,31466
2024/1/20,Jilin,25215,29710
2024/1/21,Jilin,22251,38011
2024/1/22,Jilin,12748,11862
2024/1/23,Jilin,36475,16282
2024/1/24,Jilin,49910,10443
2024/1/25,Jilin,48765,37827
2024/1/26,Jilin,45987,27144
2024/1/27,Jilin,43636,27065
2024/1/28,Jilin,39142,35953
2024/1/29,Jilin,41801,37451
2024/1/30,Jilin,18720,18074
2024/1/31,Jilin,31235,16034
2024/2/1,Jilin,25624,40583
2024/2/2,Jilin,14074,12111
2024/2/3,Jilin,17954,38555
2024/2/4,Jilin,20448,44778
2024/2/5,Jilin,32895,11149
2024/2/6,Jilin,18913,31441
2024/2/7,Jilin,49324,42059
2024/2/8,Jilin,35878,20295
2024/2/9,Jilin,38169,14696
2024/2/10,Jilin,13884,9711
2024/2/11,Jilin,13564,37769
2024/2/12,Jilin,24891,20910
2024/2/13,Jilin,46936,9215
2024/2/14,Jilin,15476,20324
2024/2/15,Jilin,40404,26650
2024/2/16,Jilin,27110,5975
2024/2/17,Jilin,23151,38259
2024/2/18,Jilin,12687,8147
2024/2/19,Jilin,31818,12558
2024/2/20,Jilin,34802,8541
2024/2/21,Jilin,18211,38865
2024/2/22,Jilin,34758,7356
2024/2/23,Jilin,29500,9470
2024/2/24,Jilin,21614,10850
2024/2/25,Jilin,31648,7063
2024/2/26,Jilin,48042,17091
2024/2/27,Jilin,35204,36376
2024/2/28,Jilin,44115,37613
2024/3/1,Jilin,15483,16244
2024/3/2,Jilin,41807,26917
2024/3/3,Jilin,24799,44382
2024/3/4,Jilin,23727,18115
2024/3/5,Jilin,30786,18337
2024/3/6,Jilin,47883,28361
2024/3/7,Jilin,39510,38012
2024/3/8,Jilin,43491,15762
2024/3/9,Jilin,44454,20459
2024/3/10,Jilin,28973,25258
2024/3/11,Jilin,36996,29676
2024/3/12,Jilin,49439,23824
2024/3/13,Jilin,12302,22163
2024/3/14,Jilin,26382,14338
2024/3/15,Jilin,35543,26105
2024/3/16,Jilin,27026,29422
2024/3/17,Jilin,29715,23647
2024/3/18,Jilin,10300,22737
2024/3/19,Jilin,17395,30325
2024/3/20,Jilin,32934,26925
2024/3/21,Jilin,45843,19968
2024/3/22,Jilin,47118,43200
2024/3/23,Jilin,28429,7734
2024/3/24,Jilin,23949,31326
2024/3/25,Jilin,16033,41356
2024/3/26,Jilin,10586,8643
2024/3/27,Jilin,40331,33516
2024/3/28,Jilin,36533,17839
2024/3/29,Jilin,21777,44063
2024/3/30,Jilin,19865,21299
2024/3/31,Jilin,32531,13859
2024/4/1,Jilin,25398,12994
2024/4/2,Jilin,25876,34924
2024/4/3,Jilin,49270,12411
2024/4/4,Jilin,34791,35878
2024/4/5,Jilin,27128,28712
2024/4/6,Jilin,16501,21678
2024/4/7,Jilin,10114,31606
2024/4/8,Jilin,46721,19007
2024/4/9,Jilin,42786,15475
2024/4/10,Jilin,30099,25997
2024/4/11,Jilin,36771,7291
2024/4/12,Jilin,17267,30646
2024/4/13,Jilin,36196,30077
2024/4/14,Jilin,22430,26117
2024/4/15,Jilin,13426,14993
2024/4/16,Jilin,31013,12998
2024/4/17,Jilin,35192,23139
2024/4/18,Jilin,14187,41837
2024/4/19,Jilin,16202,9461
2024/4/20,Jilin,49484,17264
2024/4/21,Jilin,28685,26792
2024/4/22,Jilin,43969,27630
2024/4/23,Jilin,31220,38498
2024/4/24,Jilin,21570,21425
2024/4/25,Jilin,22517,20844
2024/4/26,Jilin,13747,35401
2024/4/27,Jilin,38235,41553
2024/4/28,Jilin,39061,29388
2024/4/29,Jilin,11442,34205
2024/4/30,Jilin,36338,7429
2024/5/1,Jilin,42410,40442
2024/5/2,Jilin,45989,26101
2024/5/3,Jilin,32360,29997
2024/5/4,Jilin,27930,10622
2024/5/5,Jilin,12204,38382
2024/5/6,Jilin,45468,21692
2024/5/7,Jilin,28115,12284
2024/5/8,Jilin,45908,9295
2024/5/9,Jilin,21320,13146
2024/5/10,Jilin,33777,25453
2024/5/11,Jilin,17424,11389
2024/5/12,Jilin,42379,42416
2024/5/13,Jilin,22393,44035
2024/5/14,Jilin,35950,11457
2024/5/15,Jilin,38102,28300
2024/5/16,Jilin,40877,23067
2024/5/17,Jilin,40873,9969
2024/5/18,Jilin,22165,9092
2024/5/19,Jilin,39280,44284
2024/5/20,Jilin,44451,10221
2024/5/21,Jilin,33702,28623
2024/5/22,Jilin,34103,15999
2024/5/23,Jilin,31211,8774
2024/5/24,Jilin,28550,20731
2024/5/25,Jilin,11543,37684
2024/5/26,Jilin,35776,37661
2024/5/27,Jilin,11682,23456
2024/5/28,Jilin,38496,41155
2024/5/29,Jilin,24611,27436
2024/5/30,Jilin,44183,40469
2024/5/31,Jilin,12932,5661
2024/6/1,Jilin,26306,18183
2024/6/2,Jilin,49403,17318
2024/6/3,Jilin,24309,20187
2024/6/4,Jilin,38584,31864
2024/6/5,Jilin,26132,41886
2024/6/6,Jilin,44446,17988
2024/6/7,Jilin,34412,19431
2024/6/8,Jilin,48422,43742
2024/6/9,Jilin,18147,18288
2024/6/10,Jilin,19376,15412
2024/6/11,Jilin,40665,11469
2024/6/12,Jilin,26295,7217
2024/6/13,Jilin,36976,19512
2024/6/14,Jilin,28601,30319
2024/6/15,Jilin,46604,43327
2024/6/16,Jilin,35266,35914
2024/6/17,Jilin,10173,44490
2024/6/18,Jilin,11396,42269
2024/6/19,Jilin,16928,18151
2024/6/20,Jilin,19929,7786
2024/6/21,Jilin,45212,23368
2024/6/22,Jilin,15755,30221
2024/6/23,Jilin,19586,27765
2024/6/24,Jilin,11106,23845
2024/6/25,Jilin,30896,5167
2024/6/26,Jilin,39827,32553
2024/6/27,Jilin,34035,22419
2024/6/28,Jilin,35549,38661
2024/6/29,Jilin,38105,11402
2024/1/1,Liaoning,44614,35046
2024/1/2,Liaoning,23789,35744
2024/1/3,Liaoning,32383,22618
2024/1/4,Liaoning,48448,16037
2024/1/5,Liaoning,25099,15883
2024/1/6,Liaoning,12886,19953
2024/1/7,Liaoning,31121,33944
2024/1/8,Liaoning,40089,27104
2024/1/9,Liaoning,38086,42384
2024/1/10,Liaoning,39475,35076
2024/1/11,Liaoning,13482,18901
2024/1/12,Liaoning,15139,13208
2024/1/13,Liaoning,24283,14909
2024/1/14,Liaoning,16158,34410
2024/1/15,Liaoning,20143,17206
2024/1/16,Liaoning,34680,15156
2024/1/17,Liaoning,44488,34313
2024/1/18,Liaoning,47232,9390
2024/1/19,Liaoning,26288,7728
2024/1/20,Liaoning,15079,37505
2024/1/21,Liaoning,47237,7622
2024/1/22,Liaoning,19163,32691
2024/1/23,Liaoning,15030,20450
2024/1/24,Liaoning,10305,22250
2024/1/25,Liaoning,28660,41808
2024/1/26,Liaoning,35698,18722
2024/1/27,Liaoning,36831,33134
2024/1/28,Liaoning,26566,40383
2024/1/29,Liaoning,46636,26723
2024/1/30,Liaoning,22468,6470
2024/1/31,Liaoning,31545,14190
2024/2/1,Liaoning,46178,19353
2024/2/2,Liaoning,14038,11101
2024/2/3,Liaoning,42597,9630
2024/2/4,Liaoning,28843,21805
2024/2/5,Liaoning,20834,13191
2024/2/6,Liaoning,13608,6425
2024/2/7,Liaoning,40721,44751
2024/2/8,Liaoning,38793,9522
2024/2/9,Liaoning,21414,14136
2024/2/10,Liaoning,25749,31533
2024/2/11,Liaoning,14378,13245
2024/2/12,Liaoning,49526,24340
2024/2/13,Liaoning,19378,20211
2024/2/14,Liaoning,26321,38303
2024/2/15,Liaoning,20039,5630
2024/2/16,Liaoning,24487,34314
2024/2/17,Liaoning,25587,19473
2024/2/18,Liaoning,45874,8145
2024/2/19,Liaoning,22527,43534
2024/2/20,Liaoning,19684,13158
2024/2/21,Liaoning,34961,26752
2024/2/22,Liaoning,24220,29092
2024/2/23,Liaoning,13761,25625
2024/2/24,Liaoning,43303,29934
2024/2/25,Liaoning,27787,26016
2024/2/26,Liaoning,27474,17982
2024/2/27,Liaoning,33366,31647
2024/2/28,Liaoning,35577,39730
2024/3/1,Liaoning,31847,10708
2024/3/2,Liaoning,20186,6048
2024/3/3,Liaoning,26917,8897
2024/3/4,Liaoning,45797,8569
2024/3/5,Liaoning,25188,22299
2024/3/6,Liaoning,21109,30354
2024/3/7,Liaoning,41136,32912
2024/3/8,Liaoning,11356,27720
2024/3/9,Liaoning,21504,14216
2024/3/10,Liaoning,46284,30763
2024/3/11,Liaoning,49515,29188
2024/3/12,Liaoning,40208,14876
2024/3/13,Liaoning,28173,17493
2024/3/14,Liaoning,37258,21588
2024/3/15,Liaoning,10485,38458
2024/3/16,Liaoning,14330,43130
2024/3/17,Liaoning,29019,29408
2024/3/18,Liaoning,10287,29167
2024/3/19,Liaoning,15074,5598
2024/3/20,Liaoning,14238,31841
2024/3/21,Liaoning,34389,22114
2024/3/22,Liaoning,39395,23112
2024/3/23,Liaoning,41360,8198
2024/3/24,Liaoning,36486,32078
2024/3/25,Liaoning,28912,27293
2024/3/26,Liaoning,45474,35649
2024/3/27,Liaoning,38889,21171
2024/3/28,Liaoning,10159,33014
2024/3/29,Liaoning,35356,36152
2024/3/30,Liaoning,35730,43963
2024/3/31,Liaoning,22572,40954
2024/4/1,Liaoning,19531,17017
2024/4/2,Liaoning,14685,41079
2024/4/3,Liaoning,24753,33583
2024/4/4,Liaoning,10642,33584
2024/4/5,Liaoning,47686,12553
2024/4/6,Liaoning,16467,7534
2024/4/7,Liaoning,15366,15148
2024/4/8,Liaoning,46155,26882
2024/4/9,Liaoning,30476,26071
2024/4/10,Liaoning,18472,27454
2024/4/11,Liaoning,30394,16749
2024/4/12,Liaoning,21977,18565
2024/4/13,Liaoning,39554,13591
2024/4/14,Liaoning,14003,26257
2024/4/15,Liaoning,14149,19705
2024/4/16,Liaoning,27976,24123
2024/4/17,Liaoning,16224,21810
2024/4/18,Liaoning,10402,20955
2024/4/19,Liaoning,11550,8031
2024/4/20,Liaoning,39711,44084
2024/4/21,Liaoning,11596,8498
2024/4/22,Liaoning,39162,31392
2024/4/23,Liaoning,29855,27363
2024/4/24,Liaoning,47246,42678
2024/4/25,Liaoning,20445,10281
2024/4/26,Liaoning,28873,26084
