Date,Region,Active Shipments,Completed Shipments,Returned Shipments
2024/4/21,Henan,51,118,9
2024/4/21,Hubei,32,74,18
2024/4/21,Hunan,111,247,36
2024/4/21,Jiangsu,75,132,2
2024/4/21,Jilin,108,315,49
2024/4/21,Liaoning,84,229,56
2024/4/21,Shaanxi,129,282,3
2024/4/21,Shandong,141,222,62
2024/4/21,Shanghai,119,264,70
2024/4/21,Shenzhen,23,50,14
2024/4/21,Sichuan,115,182,-3
2024/4/21,Yunnan,128,271,20
2024/4/21,Zhejiang,62,118,23
2024/4/22,Anhui,74,209,65
2024/4/22,Beijing,42,109,11
2024/4/22,Chongqing,84,200,27
2024/4/22,Fujian,55,109,16
2024/4/22,Guangdong,160,229,37
2024/4/22,Guangxi,79,115,7
2024/4/22,Heilongjiang,76,174,5
2024/4/22,Henan,89,168,62
2024/4/22,Hubei,23,42,-3
2024/4/22,Hunan,78,160,59
2024/4/22,Jiangsu,100,158,28
2024/4/22,Jilin,24,62,35
2024/4/22,Liaoning,60,97,4
2024/4/22,Shaanxi,56,98,0
2024/4/22,Shandong,45,68,15
2024/4/22,Shanghai,61,146,69
2024/4/22,Shenzhen,66,145,-3
2024/4/22,Sichuan,138,269,-22
2024/4/22,Yunnan,196,284,14
2024/4/22,Zhejiang,122,233,58
2024/4/23,Anhui,179,315,-35
2024/4/23,Beijing,75,189,103
2024/4/23,Chongqing,115,326,47
2024/4/23,Fujian,78,241,46
2024/4/23,Guangdong,94,250,15
2024/4/23,Guangxi,18,37,-1
2024/4/23,Heilongjiang,95,224,75
2024/4/23,Henan,45,122,12
2024/4/23,Hubei,167,289,33
2024/4/23,Hunan,117,172,22
2024/4/23,Jiangsu,92,147,17
2024/4/23,Jilin,168,281,-15
2024/4/23,Liaoning,41,84,-3
2024/4/23,Shaanxi,116,185,66
2024/4/23,Shandong,35,69,33
2024/4/23,Shanghai,120,267,112
2024/4/23,Shenzhen,95,145,49
2024/4/23,Sichuan,72,180,7
2024/4/23,Yunnan,16,39,13
2024/4/23,Zhejiang,45,93,11
2024/4/24,Anhui,68,162,12
2024/4/24,Beijing,115,188,1
2024/4/24,Chongqing,103,149,45
2024/4/24,Fujian,60,177,39
2024/4/24,Guangdong,111,267,93
2024/4/24,Guangxi,90,231,55
2024/4/24,Heilongjiang,149,243,27
2024/4/24,Henan,31,74,19
2024/4/24,Hubei,33,83,8
2024/4/24,Hunan,30,71,1
2024/4/24,Jiangsu,59,109,9
2024/4/24,Jilin,43,97,38
2024/4/24,Liaoning,76,237,52
2024/4/24,Shaanxi,16,34,0
2024/4/24,Shandong,109,195,14
2024/4/24,Shanghai,44,76,24
2024/4/24,Shenzhen,86,210,89
2024/4/24,Sichuan,88,206,96
2024/4/24,Yunnan,97,193,14
2024/4/24,Zhejiang,86,226,32
2024/4/25,Anhui,126,239,-20
2024/4/25,Beijing,58,115,23
2024/4/25,Chongqing,41,70,-6
2024/4/25,Fujian,26,65,4
2024/4/25,Guangdong,109,247,1
2024/4/25,Guangxi,24,78,14
2024/4/25,Heilongjiang,75,214,23
2024/4/25,Henan,98,266,59
2024/4/25,Hubei,34,65,-3
2024/4/25,Hunan,123,180,39
2024/4/25,Jiangsu,43,131,42
2024/4/25,Jilin,18,39,1
2024/4/25,Liaoning,27,85,14
2024/4/25,Shaanxi,95,235,110
2024/4/25,Shandong,25,54,11
2024/4/25,Shanghai,31,52,13
2024/4/25,Shenzhen,101,160,18
2024/4/25,Sichuan,57,129,33
2024/4/25,Yunnan,125,285,33
2024/4/25,Zhejiang,46,106,2
2024/4/26,Anhui,30,51,-4
2024/4/26,Beijing,101,240,22
2024/4/26,Chongqing,73,108,5
2024/4/26,Fujian,37,77,36
2024/4/26,Guangdong,95,142,30
2024/4/26,Guangxi,43,96,46
2024/4/26,Heilongjiang,48,139,30
2024/4/26,Henan,21,38,0
2024/4/26,Hubei,23,64,9
2024/4/26,Hunan,18,54,19
2024/4/26,Jiangsu,15,40,19
2024/4/26,Jilin,91,159,-16
2024/4/26,Liaoning,27,65,17
2024/4/26,Shaanxi,50,105,9
2024/4/26,Shandong,38,63,21
2024/4/26,Shanghai,60,111,50
2024/4/26,Shenzhen,25,70,12
2024/4/26,Sichuan,16,47,9
2024/4/26,Yunnan,105,271,35
2024/4/26,Zhejiang,19,39,15
2024/4/27,Anhui,45,67,21
2024/4/27,Beijing,131,195,28
2024/4/27,Chongqing,77,191,75
2024/4/27,Fujian,13,35,13
2024/4/27,Guangdong,83,170,14
2024/4/27,Guangxi,97,177,25
2024/4/27,Heilongjiang,38,86,11
2024/4/27,Henan,49,82,5
2024/4/27,Hubei,138,314,36
2024/4/27,Hunan,37,99,37
2024/4/27,Jiangsu,102,308,35
2024/4/27,Jilin,63,122,1
2024/4/27,Liaoning,132,202,36
2024/4/27,Shaanxi,58,121,15
2024/4/27,Shandong,139,258,11
2024/4/27,Shanghai,24,39,-2
2024/4/27,Shenzhen,14,37,6
2024/4/27,Sichuan,81,153,-7
2024/4/27,Yunnan,94,194,42
2024/4/27,Zhejiang,121,244,101
2024/4/28,Anhui,70,114,17
2024/4/28,Beijing,66,167,57
2024/4/28,Chongqing,51,134,14
2024/4/28,Fujian,15,44,16
2024/4/28,Guangdong,61,145,7
2024/4/28,Guangxi,54,78,17
2024/4/28,Heilongjiang,34,70,22
2024/4/28,Henan,89,173,37
2024/4/28,Hubei,118,216,32
2024/4/28,Hunan,84,282,47
2024/4/28,Jiangsu,78,208,39
2024/4/28,Jilin,151,284,15
2024/4/28,Liaoning,65,158,46
2024/4/28,Shaanxi,81,173,18
2024/4/28,Shandong,43,104,29
2024/4/28,Shanghai,48,88,38
2024/4/28,Shenzhen,59,132,29
2024/4/28,Sichuan,19,33,9
2024/4/28,Yunnan,22,45,6
2024/4/28,Zhejiang,157,328,4
2024/4/29,Anhui,76,138,6
2024/4/29,Beijing,93,166,-4
2024/4/29,Chongqing,28,39,5
2024/4/29,Fujian,108,167,6
2024/4/29,Guangdong,160,293,-29
2024/4/29,Guangxi,125,250,25
2024/4/29,Heilongjiang,71,161,87
2024/4/29,Henan,46,128,14
2024/4/29,Hubei,28,49,11
2024/4/29,Hunan,102,210,103
2024/4/29,Jiangsu,165,244,63
2024/4/29,Jilin,43,93,18
2024/4/29,Liaoning,26,67,39
2024/4/29,Shaanxi,46,73,19
2024/4/29,Shandong,132,218,87
2024/4/29,Shanghai,40,111,44
2024/4/29,Shenzhen,54,89,13
2024/4/29,Sichuan,83,201,98
2024/4/29,Yunnan,39,101,11
2024/4/29,Zhejiang,32,72,6
2024/4/30,Anhui,104,168,54
2024/4/30,Beijing,63,143,44
2024/4/30,Chongqing,65,129,37
2024/4/30,Fujian,49,74,11
2024/4/30,Guangdong,77,212,33
2024/4/30,Guangxi,109,341,47
2024/4/30,Heilongjiang,91,228,19
2024/4/30,Henan,117,182,28
2024/4/30,Hubei,100,224,24
2024/4/30,Hunan,17,46,16
2024/4/30,Jiangsu,59,157,12
2024/4/30,Jilin,51,112,7
2024/4/30,Liaoning,62,164,43
2024/4/30,Shaanxi,12,27,12
2024/4/30,Shandong,53,89,7
2024/4/30,Shanghai,96,241,100
2024/4/30,Shenzhen,65,103,3
2024/4/30,Sichuan,164,230,43
2024/4/30,Yunnan,40,116,20
2024/4/30,Zhejiang,89,125,24
2024/5/1,Anhui,14,43,12
2024/5/1,Beijing,32,81,28
2024/5/1,Chongqing,126,301,59
2024/5/1,Fujian,14,29,7
2024/5/1,Guangdong,174,286,19
2024/5/1,Guangxi,129,301,60
2024/5/1,Heilongjiang,81,217,42
2024/5/1,Henan,79,143,39
2024/5/1,Hubei,101,151,24
2024/5/1,Hunan,59,115,3
2024/5/1,Jiangsu,171,284,-11
2024/5/1,Jilin,142,255,34
2024/5/1,Liaoning,174,287,-19
2024/5/1,Shaanxi,53,141,12
2024/5/1,Shandong,51,97,2
2024/5/1,Shanghai,71,169,3
2024/5/1,Shenzhen,78,198,97
2024/5/1,Sichuan,18,42,14
2024/5/1,Yunnan,111,254,134
2024/5/1,Zhejiang,59,179,58
2024/5/2,Anhui,91,192,37
2024/5/2,Beijing,176,286,9
2024/5/2,Chongqing,27,46,-5
2024/5/2,Fujian,125,224,-23
2024/5/2,Guangdong,127,197,33
2024/5/2,Guangxi,69,117,13
2024/5/2,Heilongjiang,115,214,70
2024/5/2,Henan,72,142,44
2024/5/2,Hubei,34,80,46
2024/5/2,Hunan,73,154,45
2024/5/2,Jiangsu,72,128,5
2024/5/2,Jilin,178,313,-31
2024/5/2,Liaoning,30,92,16
2024/5/2,Shaanxi,99,323,60
2024/5/2,Shandong,87,218,37
2024/5/2,Shanghai,69,179,68
2024/5/2,Shenzhen,76,162,43
2024/5/2,Sichuan,126,262,66
2024/5/2,Yunnan,65,102,9
2024/5/2,Zhejiang,169,299,-35
2024/5/3,Anhui,71,178,66
2024/5/3,Beijing,126,257,70
2024/5/3,Chongqing,21,53,19
2024/5/3,Fujian,50,103,29
2024/5/3,Guangdong,36,51,5
2024/5/3,Guangxi,130,186,30
2024/5/3,Heilongjiang,107,219,14
2024/5/3,Henan,162,249,47
2024/5/3,Hubei,14,35,15
2024/5/3,Hunan,140,257,42
2024/5/3,Jiangsu,176,289,30
2024/5/3,Jilin,32,45,8
2024/5/3,Liaoning,67,112,33
2024/5/3,Shaanxi,37,101,34
2024/5/3,Shandong,124,221,1
2024/5/3,Shanghai,72,116,34
2024/5/3,Shenzhen,80,141,54
2024/5/3,Sichuan,33,93,27
2024/5/3,Yunnan,198,278,23
2024/5/3,Zhejiang,114,222,2
2024/5/4,Anhui,43,72,11
2024/5/4,Beijing,29,53,20
2024/5/4,Chongqing,44,60,12
2024/5/4,Fujian,33,59,26
2024/5/4,Guangdong,14,31,6
2024/5/4,Guangxi,141,260,73
2024/5/4,Heilongjiang,32,79,14
2024/5/4,Henan,117,281,69
2024/5/4,Hubei,16,31,14
2024/5/4,Hunan,74,125,-8
2024/5/4,Jiangsu,152,256,24
2024/5/4,Jilin,41,125,20
2024/5/4,Liaoning,48,141,32
2024/5/4,Shaanxi,43,125,31
2024/5/4,Shandong,61,109,25
2024/5/4,Shanghai,79,138,45
2024/5/4,Shenzhen,100,129,26
2024/5/4,Sichuan,31,61,20
2024/5/4,Yunnan,23,42,-3
2024/5/4,Zhejiang,49,91,4
2024/5/5,Anhui,150,261,53
2024/5/5,Beijing,78,115,7
2024/5/5,Chongqing,167,289,-19
2024/5/5,Fujian,128,259,51
2024/5/5,Guangdong,146,282,22
2024/5/5,Guangxi,135,212,49
2024/5/5,Heilongjiang,113,254,48
2024/5/5,Henan,20,40,1
2024/5/5,Hubei,70,194,43
2024/5/5,Hunan,23,42,-4
2024/5/5,Jiangsu,92,241,86
2024/5/5,Jilin,99,181,-19
2024/5/5,Liaoning,89,126,20
2024/5/5,Shaanxi,125,251,30
2024/5/5,Shandong,86,185,7
2024/5/5,Shanghai,55,151,27
2024/5/5,Shenzhen,121,205,22
2024/5/5,Sichuan,62,141,60
2024/5/5,Yunnan,115,199,21
2024/5/5,Zhejiang,37,97,51
2024/5/6,Anhui,65,161,35
2024/5/6,Beijing,21,48,12
2024/5/6,Chongqing,104,148,19
2024/5/6,Fujian,99,152,40
2024/5/6,Guangdong,186,348,-35
2024/5/6,Guangxi,22,45,5
2024/5/6,Heilongjiang,43,89,37
2024/5/6,Henan,52,99,9
2024/5/6,Hubei,137,241,65
2024/5/6,Hunan,78,155,23
2024/5/6,Jiangsu,42,115,8
2024/5/6,Jilin,86,187,40
2024/5/6,Liaoning,87,183,19
2024/5/6,Shaanxi,103,179,-8
2024/5/6,Shandong,26,48,-4
2024/5/6,Shanghai,126,220,51
2024/5/6,Shenzhen,10,33,11
2024/5/6,Sichuan,116,223,12
2024/5/6,Yunnan,103,271,120
2024/5/6,Zhejiang,121,225,66
2024/5/7,Anhui,44,73,-1
2024/5/7,Beijing,73,117,8
2024/5/7,Chongqing,153,247,1
2024/5/7,Fujian,66,105,40
2024/5/7,Guangdong,102,222,41
2024/5/7,Guangxi,26,43,7
2024/5/7,Heilongjiang,79,142,3
2024/5/7,Henan,36,76,0
2024/5/7,Hubei,43,81,35
2024/5/7,Hunan,66,181,73
2024/5/7,Jiangsu,64,160,63
2024/5/7,Jilin,103,229,97
2024/5/7,Liaoning,40,53,8
2024/5/7,Shaanxi,46,80,-4
2024/5/7,Shandong,178,258,57
2024/5/7,Shanghai,16,51,9
2024/5/7,Shenzhen,58,143,78
2024/5/7,Sichuan,17,26,8
2024/5/7,Yunnan,67,137,19
2024/5/7,Zhejiang,71,228,35
2024/5/8,Anhui,40,94,26
2024/5/8,Beijing,102,208,32
2024/5/8,Chongqing,111,189,-15
2024/5/8,Fujian,99,191,39
2024/5/8,Guangdong,12,29,13
2024/5/8,Guangxi,116,250,69
2024/5/8,Heilongjiang,69,93,16
2024/5/8,Henan,72,145,59
2024/5/8,Hubei,17,47,20
2024/5/8,Hunan,54,103,13
2024/5/8,Jiangsu,95,202,31
2024/5/8,Jilin,149,233,-8
2024/5/8,Liaoning,80,107,22
2024/5/8,Shaanxi,165,246,61
2024/5/8,Shandong,173,241,23
2024/5/8,Shanghai,154,277,48
2024/5/8,Shenzhen,140,245,0
2024/5/8,Sichuan,113,224,102
2024/5/8,Yunnan,41,60,8
2024/5/8,Zhejiang,59,111,7
2024/5/9,Anhui,17,33,11
2024/5/9,Beijing,133,303,50
2024/5/9,Chongqing,18,29,3
2024/5/9,Fujian,105,250,38
2024/5/9,Guangdong,65,127,-6
2024/5/9,Guangxi,187,261,27
2024/5/9,Heilongjiang,149,283,-24
2024/5/9,Henan,56,137,75
2024/5/9,Hubei,94,125,17
2024/5/9,Hunan,116,216,31
2024/5/9,Jiangsu,178,295,-4
2024/5/9,Jilin,89,200,50
2024/5/9,Liaoning,117,220,55
2024/5/9,Shaanxi,61,158,74
2024/5/9,Shandong,83,155,64
2024/5/9,Shanghai,56,101,-11
2024/5/9,Shenzhen,61,162,51
2024/5/9,Sichuan,31,83,32
2024/5/9,Yunnan,24,76,16
2024/5/9,Zhejiang,126,311,21
2024/5/10,Anhui,16,32,15
2024/5/10,Beijing,47,105,35
2024/5/10,Chongqing,119,271,93
2024/5/10,Fujian,106,327,36
2024/5/10,Guangdong,70,113,40
2024/5/10,Guangxi,33,54,15
2024/5/10,Heilongjiang,128,183,42
2024/5/10,Henan,55,147,39
2024/5/10,Hubei,105,269,56
2024/5/10,Hunan,115,152,33
2024/5/10,Jiangsu,60,123,40
2024/5/10,Jilin,66,159,56
2024/5/10,Liaoning,79,205,18
2024/5/10,Shaanxi,101,245,97
2024/5/10,Shandong,142,229,6
2024/5/10,Shanghai,86,133,34
2024/5/10,Shenzhen,61,84,21
2024/5/10,Sichuan,72,187,19
2024/5/10,Yunnan,52,97,4
2024/5/10,Zhejiang,155,205,42
2024/5/11,Anhui,154,278,-27
2024/5/11,Beijing,43,97,9
2024/5/11,Chongqing,32,61,20
2024/5/11,Fujian,44,92,28
2024/5/11,Guangdong,94,129,31
2024/5/11,Guangxi,142,258,40
2024/5/11,Heilongjiang,122,243,6
2024/5/11,Henan,141,291,-5
2024/5/11,Hubei,51,107,30
2024/5/11,Hunan,63,133,39
2024/5/11,Jiangsu,19,49,21
2024/5/11,Jilin,19,51,21
2024/5/11,Liaoning,82,169,8
2024/5/11,Shaanxi,142,259,76
2024/5/11,Shandong,86,152,28
2024/5/11,Shanghai,110,244,60
2024/5/11,Shenzhen,140,260,48
2024/5/11,Sichuan,115,175,56
2024/5/11,Yunnan,25,38,7
2024/5/11,Zhejiang,51,109,57
2024/5/12,Anhui,17,31,2
2024/5/12,Beijing,34,46,7
2024/5/12,Chongqing,34,90,13
2024/5/12,Fujian,164,275,23
2024/5/12,Guangdong,129,203,11
2024/5/12,Guangxi,99,224,28
2024/5/12,Heilongjiang,153,251,33
2024/5/12,Henan,26,51,-3
2024/5/12,Hubei,26,45,0
2024/5/12,Hunan,66,163,85
2024/5/12,Jiangsu,120,251,57
2024/5/12,Jilin,114,195,70
2024/5/12,Liaoning,34,56,12
2024/5/12,Shaanxi,66,144,32
2024/5/12,Shandong,61,103,33
2024/5/12,Shanghai,28,55,11
2024/5/12,Shenzhen,86,187,48
2024/5/12,Sichuan,74,166,84
2024/5/12,Yunnan,122,314,37
2024/5/12,Zhejiang,129,240,81
2024/5/13,Anhui,72,156,72
2024/5/13,Beijing,85,226,38
2024/5/13,Chongqing,105,309,85
2024/5/13,Fujian,56,129,68
2024/5/13,Guangdong,73,180,12
2024/5/13,Guangxi,40,72,15
2024/5/13,Heilongjiang,51,81,14
2024/5/13,Henan,166,234,57
2024/5/13,Hubei,123,322,25
2024/5/13,Hunan,128,173,22
2024/5/13,Jiangsu,49,65,15
2024/5/13,Jilin,49,85,-2
2024/5/13,Liaoning,71,145,13
2024/5/13,Shaanxi,108,172,46
2024/5/13,Shandong,41,97,51
2024/5/13,Shanghai,31,69,33
2024/5/13,Shenzhen,72,167,89
2024/5/13,Sichuan,105,256,82
2024/5/13,Yunnan,49,99,7
2024/5/13,Zhejiang,14,44,8
2024/5/14,Anhui,78,132,40
2024/5/14,Beijing,109,264,73
2024/5/14,Chongqing,92,169,21
2024/5/14,Fujian,52,154,55
2024/5/14,Guangdong,36,62,10
2024/5/14,Guangxi,76,186,109
2024/5/14,Heilongjiang,157,241,81
2024/5/14,Henan,73,130,12
2024/5/14,Hubei,53,101,5
2024/5/14,Hunan,70,137,50
2024/5/14,Jiangsu,72,202,33
2024/5/14,Jilin,120,256,30
2024/5/14,Liaoning,109,192,83
2024/5/14,Shaanxi,38,102,49
2024/5/14,Shandong,29,45,1
2024/5/14,Shanghai,124,219,41
2024/5/14,Shenzhen,39,99,22
2024/5/14,Sichuan,118,327,34
2024/5/14,Yunnan,51,89,-5
2024/5/14,Zhejiang,109,248,86
2024/5/15,Anhui,115,250,55
2024/5/15,Beijing,20,55,12
2024/5/15,Chongqing,110,170,46
2024/5/15,Fujian,96,235,13
2024/5/15,Guangdong,73,143,29
2024/5/15,Guangxi,142,261,15
2024/5/15,Heilongjiang,48,91,-8
2024/5/15,Henan,96,172,28
2024/5/15,Hubei,22,56,23
2024/5/15,Hunan,45,76,-5
2024/5/15,Jiangsu,106,175,63
2024/5/15,Jilin,44,109,8
2024/5/15,Liaoning,59,103,15
2024/5/15,Shaanxi,68,144,1
2024/5/15,Shandong,116,169,45
2024/5/15,Shanghai,68,120,49
2024/5/15,Shenzhen,61,172,20
2024/5/15,Sichuan,24,33,8
2024/5/15,Yunnan,129,327,34
2024/5/15,Zhejiang,43,129,42
2024/5/16,Anhui,82,126,16
2024/5/16,Beijing,106,228,10
2024/5/16,Chongqing,34,91,11
2024/5/16,Fujian,92,269,32
2024/5/16,Guangdong,162,262,31
2024/5/16,Guangxi,152,282,-27
2024/5/16,Heilongjiang,68,110,20
2024/5/16,Henan,110,186,58
2024/5/16,Hubei,32,95,10
2024/5/16,Hunan,76,122,43
2024/5/16,Jiangsu,171,235,23
2024/5/16,Jilin,99,214,103
2024/5/16,Liaoning,131,310,35
2024/5/16,Shaanxi,114,224,28
2024/5/16,Shandong,100,171,16
2024/5/16,Shanghai,124,243,-15
2024/5/16,Shenzhen,78,155,-9
2024/5/16,Sichuan,91,145,43
2024/5/16,Yunnan,56,113,3
2024/5/16,Zhejiang,129,275,2
2024/5/17,Anhui,117,258,75
2024/5/17,Beijing,41,88,7
2024/5/17,Chongqing,127,257,-3
2024/5/17,Fujian,57,183,24
2024/5/17,Guangdong,13,44,8
2024/5/17,Guangxi,114,243,-4
2024/5/17,Heilongjiang,119,214,23
2024/5/17,Henan,22,39,8
2024/5/17,Hubei,147,301,23
2024/5/17,Hunan,67,134,46
2024/5/17,Jiangsu,16,40,9
2024/5/17,Jilin,42,90,24
2024/5/17,Liaoning,58,114,55
2024/5/17,Shaanxi,156,274,50
2024/5/17,Shandong,150,270,-21
2024/5/17,Shanghai,31,53,3
2024/5/17,Shenzhen,46,75,30
2024/5/17,Sichuan,57,115,36
2024/5/17,Yunnan,145,280,19
2024/5/17,Zhejiang,22,49,16
2024/5/18,Anhui,109,291,77
2024/5/18,Beijing,85,174,32
2024/5/18,Chongqing,76,143,25
2024/5/18,Fujian,119,231,33
2024/5/18,Guangdong,124,275,21
2024/5/18,Guangxi,162,224,63
2024/5/18,Heilongjiang,130,208,58
2024/5/18,Henan,51,153,39
2024/5/18,Hubei,45,100,52
2024/5/18,Hunan,66,133,35
2024/5/18,Jiangsu,49,79,31
2024/5/18,Jilin,107,202,-3
2024/5/18,Liaoning,58,104,15
2024/5/18,Shaanxi,34,79,29
2024/5/18,Shandong,134,241,71
2024/5/18,Shanghai,47,127,18
2024/5/18,Shenzhen,129,249,43
2024/5/18,Sichuan,23,45,14
2024/5/18,Yunnan,78,154,17
2024/5/18,Zhejiang,124,269,81
2024/5/19,Anhui,25,37,2
2024/5/19,Beijing,80,178,32
2024/5/19,Chongqing,57,139,43
2024/5/19,Fujian,133,207,63
2024/5/19,Guangdong,128,190,58
2024/5/19,Guangxi,145,278,62
2024/5/19,Heilongjiang,19,40,19
2024/5/19,Henan,45,76,2
2024/5/19,Hubei,125,263,80
2024/5/19,Hunan,118,238,16
2024/5/19,Jiangsu,37,79,2
2024/5/19,Jilin,107,247,31
2024/5/19,Liaoning,110,249,134
2024/5/19,Shaanxi,92,248,103
2024/5/19,Shandong,62,158,37
2024/5/19,Shanghai,109,194,35
2024/5/19,Shenzhen,142,260,2
2024/5/19,Sichuan,23,73,13
2024/5/19,Yunnan,45,142,33
2024/5/19,Zhejiang,49,113,25
2024/5/20,Anhui,168,310,-13
2024/5/20,Beijing,138,316,37
2024/5/20,Chongqing,22,39,7
2024/5/20,Fujian,24,44,20
2024/5/20,Guangdong,69,112,28
2024/5/20,Guangxi,140,223,31
2024/5/20,Heilongjiang,28,67,1
2024/5/20,Henan,87,137,-3
2024/5/20,Hubei,125,242,35
2024/5/20,Hunan,86,148,7
2024/5/20,Jiangsu,85,231,80
2024/5/20,Jilin,35,58,1
2024/5/20,Liaoning,40,96,23
2024/5/20,Shaanxi,143,276,24
2024/5/20,Shandong,15,31,9
2024/5/20,Shanghai,47,108,12
2024/5/20,Shenzhen,24,63,28
2024/5/20,Sichuan,85,153,9
2024/5/20,Yunnan,81,161,68
2024/5/20,Zhejiang,120,275,44
2024/5/21,Anhui,153,247,8
2024/5/21,Beijing,60,99,34
2024/5/21,Chongqing,118,207,-6
2024/5/21,Fujian,93,130,27
2024/5/21,Guangdong,52,173,24
2024/5/21,Guangxi,64,196,48
2024/5/21,Heilongjiang,73,131,3
2024/5/21,Henan,65,160,11
2024/5/21,Hubei,127,290,72
2024/5/21,Hunan,130,280,51
2024/5/21,Jiangsu,178,231,53
2024/5/21,Jilin,117,186,48
2024/5/21,Liaoning,53,105,-5
2024/5/21,Shaanxi,36,64,9
2024/5/21,Shandong,29,61,-1
2024/5/21,Shanghai,35,93,7
2024/5/21,Shenzhen,87,182,37
2024/5/21,Sichuan,111,244,-3
2024/5/21,Yunnan,54,92,6
2024/5/21,Zhejiang,31,55,-4
2024/5/22,Anhui,162,290,-33
2024/5/22,Beijing,92,225,9
2024/5/22,Chongqing,54,98,-4
2024/5/22,Fujian,124,200,34
2024/5/22,Guangdong,100,167,-14
2024/5/22,Guangxi,75,131,8
2024/5/22,Heilongjiang,58,180,43
2024/5/22,Henan,126,243,57
2024/5/22,Hubei,34,82,29
2024/5/22,Hunan,103,272,119
2024/5/22,Jiangsu,125,325,31
2024/5/22,Jilin,182,278,23
2024/5/22,Liaoning,23,50,25
2024/5/22,Shaanxi,37,88,34
2024/5/22,Shandong,41,64,4
2024/5/22,Shanghai,82,241,87
2024/5/22,Shenzhen,108,294,39
2024/5/22,Sichuan,93,197,60
2024/5/22,Yunnan,113,283,41
2024/5/22,Zhejiang,37,91,19
2024/5/23,Anhui,65,105,27
2024/5/23,Beijing,41,84,28
2024/5/23,Chongqing,65,96,11
2024/5/23,Fujian,111,258,60
2024/5/23,Guangdong,95,205,-2
2024/5/23,Guangxi,198,267,33
2024/5/23,Heilongjiang,73,133,61
2024/5/23,Henan,36,96,32
2024/5/23,Hubei,93,230,35
2024/5/23,Hunan,97,212,86
2024/5/23,Jiangsu,104,191,-15
2024/5/23,Jilin,49,81,10
2024/5/23,Liaoning,148,192,45
2024/5/23,Shaanxi,115,173,29
2024/5/23,Shandong,151,250,58
2024/5/23,Shanghai,119,304,15
2024/5/23,Shenzhen,109,309,36
2024/5/23,Sichuan,66,98,29
2024/5/23,Yunnan,26,62,20
2024/5/23,Zhejiang,164,278,-21
2024/5/24,Anhui,87,174,8
2024/5/24,Beijing,94,266,97
2024/5/24,Chongqing,97,197,6
2024/5/24,Fujian,51,82,16
2024/5/24,Guangdong,31,66,34
2024/5/24,Guangxi,31,57,-6
2024/5/24,Heilongjiang,129,303,47
2024/5/24,Henan,86,155,-10
2024/5/24,Hubei,53,89,10
2024/5/24,Hunan,137,276,0
2024/5/24,Jiangsu,144,232,40
2024/5/24,Jilin,135,301,59
2024/5/24,Liaoning,84,146,0
2024/5/24,Shaanxi,34,92,34
2024/5/24,Shandong,160,241,7
2024/5/24,Shanghai,101,234,60
2024/5/24,Shenzhen,13,38,7
2024/5/24,Sichuan,77,167,55
2024/5/24,Yunnan,76,210,21
2024/5/24,Zhejiang,41,126,25
2024/5/25,Anhui,93,189,8
2024/5/25,Beijing,163,272,29
2024/5/25,Chongqing,100,186,56
2024/5/25,Fujian,32,71,18
2024/5/25,Guangdong,117,228,-15
2024/5/25,Guangxi,36,94,15
2024/5/25,Heilongjiang,97,168,-15
2024/5/25,Henan,80,195,60
2024/5/25,Hubei,154,314,-11
2024/5/25,Hunan,163,285,-13
2024/5/25,Jiangsu,81,175,-4
2024/5/25,Jilin,60,90,7
2024/5/25,Liaoning,84,232,27
2024/5/25,Shaanxi,80,183,24
2024/5/25,Shandong,26,57,21
2024/5/25,Shanghai,110,244,46
2024/5/25,Shenzhen,52,132,22
2024/5/25,Sichuan,174,298,-11
2024/5/25,Yunnan,99,267,75
2024/5/25,Zhejiang,104,234,117
2024/5/26,Anhui,84,134,20
2024/5/26,Beijing,48,127,42
2024/5/26,Chongqing,47,64,14
2024/5/26,Fujian,63,182,18
2024/5/26,Guangdong,118,239,-11
2024/5/26,Guangxi,48,84,0
2024/5/26,Heilongjiang,125,247,18
2024/5/26,Henan,103,257,15
2024/5/26,Hubei,78,193,80
2024/5/26,Hunan,182,263,37
2024/5/26,Jiangsu,24,42,-4
2024/5/26,Jilin,43,131,17
2024/5/26,Liaoning,68,198,55
2024/5/26,Shaanxi,24,40,-2
2024/5/26,Shandong,72,110,23
2024/5/26,Shanghai,35,70,6
2024/5/26,Shenzhen,39,106,18
2024/5/26,Sichuan,67,115,9
2024/5/26,Yunnan,28,70,19
2024/5/26,Zhejiang,78,187,87
2024/5/27,Anhui,94,162,-11
2024/5/27,Beijing,19,44,13
2024/5/27,Chongqing,98,185,81
2024/5/27,Fujian,100,283,92
2024/5/27,Guangdong,104,256,16
2024/5/27,Guangxi,41,90,20
2024/5/27,Heilongjiang,135,235,99
2024/5/27,Henan,40,88,0
2024/5/27,Hubei,112,165,46
2024/5/27,Hunan,151,263,-32
2024/5/27,Jiangsu,50,84,4
2024/5/27,Jilin,132,259,12
2024/5/27,Liaoning,24,44,-2
2024/5/27,Shaanxi,99,264,18
2024/5/27,Shandong,81,193,48
2024/5/27,Shanghai,132,291,67
2024/5/27,Shenzhen,61,136,31
2024/5/27,Sichuan,55,138,21
2024/5/27,Yunnan,49,122,40
2024/5/27,Zhejiang,102,279,116
2024/5/28,Anhui,94,243,17
2024/5/28,Beijing,33,52,16
2024/5/28,Chongqing,61,113,50
2024/5/28,Fujian,116,267,16
